case_index,scenario,sentiment,urgency,emp_steering,frm_steering,emp_token_len,frm_token_len,emp_sent_len,frm_sent_len,emp_ttr,frm_ttr,rouge1_ef,rouge2_ef,rougeL_ef,rouge1_ec,rouge1_fc,emp_flesch_ease,emp_flesch_grade,emp_fog,frm_flesch_ease,frm_flesch_grade,frm_fog,emp_empathy_score,emp_formality_score,frm_empathy_score,frm_formality_score,emp_fp_singular,frm_fp_singular,emp_passive,frm_passive,style_disc_score,emp_entity_cov,frm_entity_cov,emp_placeholder,frm_placeholder,emp_cov_product,emp_cov_order_id,emp_cov_issue,emp_cov_urgency,emp_cov_sentiment,emp_cov_customer_name,frm_cov_product,frm_cov_order_id,frm_cov_issue,frm_cov_urgency,frm_cov_sentiment,frm_cov_customer_name,kg_nodes,kg_edges,kg_density,kg_salience
11,battery_issue,neutral,medium,kg_activation,kg_activation,69,55,3,2,0.8405797101449275,0.9090909090909091,0.4067796610169492,0.06896551724137931,0.1864406779661017,0.08433734939759036,0.09210526315789473,45.57871794871795,12.284615384615389,13.589743589743591,24.260384615384652,16.334615384615386,18.092307692307692,0.0,0.034482758620689655,0.03225806451612903,0.06896551724137931,0.0,0.0,0.0,0.0,0.0022246941045606233,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6,3,0.1,0.8083333333333335
12,battery_issue,polite,low,kg_activation,kg_activation,75,63,3,3,0.88,0.8571428571428571,0.265625,0.015873015873015872,0.10937500000000001,0.19999999999999998,0.16883116883116886,50.20880952380955,12.052857142857146,13.904761904761905,32.28476190476195,13.39357142857143,16.038095238095238,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.10344827586206896,0.125,0.0,0,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,9,0.16071428571428573,0.84375
13,battery_issue,frustrated,high,kg_activation,kg_activation,68,64,4,3,0.8382352941176471,0.84375,0.22580645161290322,0.0,0.11290322580645161,0.2380952380952381,0.15853658536585366,55.22017857142856,9.469960317460316,10.744444444444445,24.38500000000002,14.826666666666668,18.666666666666668,0.03225806451612903,0.034482758620689655,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.10122358175750834,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8416666666666667
14,battery_issue,angry,high,kg_activation,kg_activation,61,79,3,4,0.8852459016393442,0.7848101265822784,0.27480916030534347,0.015503875968992248,0.12213740458015267,0.17834394904458598,0.19767441860465115,59.907894736842124,9.623508771929828,10.40701754385965,35.33590753424659,12.864486301369862,14.423287671232877,0.0,0.034482758620689655,0.06451612903225806,0.10344827586206896,0.0,0.0,0.0,0.0,0.004449388209121247,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,9,0.16071428571428573,0.8812500000000001
15,battery_issue,neutral,medium,kg_activation,kg_activation,54,70,3,3,0.8148148148148148,0.8142857142857143,0.2711864406779661,0.0,0.11864406779661016,0.2533333333333333,0.1807228915662651,66.82705882352944,8.161568627450979,9.15294117647059,36.46794871794873,13.555384615384614,16.666666666666668,0.0,0.034482758620689655,0.0,0.10344827586206896,0.0,0.0,0.0,0.3333333333333333,0.06896551724137931,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142857
16,battery_issue,polite,low,kg_activation,kg_activation,62,46,3,2,0.8709677419354839,0.9130434782608695,0.37623762376237624,0.020202020202020204,0.17821782178217824,0.23076923076923078,0.18705035971223022,69.29367231638419,8.480000000000004,9.900564971751415,28.40571428571431,14.514285714285716,16.019047619047623,0.03225806451612903,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.06674082313681869,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8416666666666667
17,battery_issue,frustrated,high,kg_activation,kg_activation,67,38,3,2,0.8955223880597015,0.9210526315789473,0.28282828282828276,0.0,0.10101010101010101,0.12987012987012986,0.11023622047244093,47.20571428571432,11.892063492063496,12.844444444444447,40.515000000000015,12.080000000000002,13.866666666666669,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8857142857142858
18,battery_issue,angry,high,kg_activation,kg_activation,71,72,3,3,0.9154929577464789,0.8194444444444444,0.40298507462686567,0.09090909090909091,0.19402985074626866,0.17857142857142855,0.2023809523809524,52.47772727272729,11.405151515151513,13.042424242424245,37.695024875621925,13.549850746268657,15.500497512437812,0.03225806451612903,0.034482758620689655,0.0967741935483871,0.06896551724137931,0.3333333333333333,0.0,0.0,0.0,-0.030033370411568408,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142856
19,battery_issue,neutral,medium,kg_activation,kg_activation,70,64,3,3,0.9285714285714286,0.875,0.3650793650793651,0.08064516129032258,0.1746031746031746,0.15568862275449102,0.14906832298136646,33.250454545454545,14.0869696969697,16.67878787878788,18.745000000000033,15.613333333333337,18.0,0.03225806451612903,0.06896551724137931,0.0,0.10344827586206896,0.0,0.0,0.3333333333333333,0.0,0.06674082313681869,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142857
20,battery_issue,polite,low,kg_activation,kg_activation,47,48,2,2,0.851063829787234,0.8958333333333334,0.4000000000000001,0.1590909090909091,0.26666666666666666,0.20547945205479454,0.16438356164383564,53.759545454545474,11.22636363636364,12.436363636363637,27.95750000000001,14.949444444444449,17.88888888888889,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85
21,battery_issue,frustrated,high,kg_activation,kg_activation,50,57,3,3,0.86,0.8947368421052632,0.297029702970297,0.0,0.13861386138613857,0.1411764705882353,0.21468926553672316,80.92384057971016,5.78130434782609,6.133333333333334,35.031666666666666,12.844814814814818,13.125925925925927,0.0,0.0,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.3333333333333333,0.0022246941045606233,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,12,0.16666666666666666,0.8333333333333334
22,battery_issue,angry,high,kg_activation,kg_activation,35,55,2,3,0.8571428571428571,0.8727272727272727,0.33333333333333337,0.048780487804878044,0.16666666666666669,0.10457516339869281,0.14035087719298245,64.4693181818182,8.366212121212126,9.024242424242425,47.790333333333365,10.734000000000002,13.06666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,9,10,0.1388888888888889,0.8777777777777778
23,battery_issue,neutral,medium,kg_activation,kg_activation,97,49,4,3,0.7628865979381443,0.9183673469387755,0.3088235294117647,0.07462686567164178,0.1323529411764706,0.17258883248730966,0.07947019867549668,44.293200549450574,12.733049450549455,13.495604395604397,38.37772727272727,13.371818181818181,15.163636363636364,0.03225806451612903,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.06674082313681869,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8250000000000001
24,battery_issue,polite,low,kg_activation,kg_activation,50,73,3,3,0.92,0.863013698630137,0.2831858407079646,0.0,0.1415929203539823,0.17931034482758623,0.1829268292682927,43.33333333333334,11.107234042553195,13.926241134751775,22.995909090909095,15.51727272727273,17.284848484848485,0.0,0.034482758620689655,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.0,-0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8416666666666667
25,battery_issue,frustrated,high,kg_activation,kg_activation,53,59,3,2,0.8301886792452831,0.8983050847457628,0.205607476635514,0.038095238095238085,0.11214953271028036,0.22535211267605634,0.14765100671140938,78.03217687074833,6.433061224489798,7.349659863945579,18.27928571428575,17.665714285714284,19.057142857142857,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,-0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8416666666666667
26,wrong_item,angry,high,kg_activation,kg_activation,64,57,3,3,0.859375,0.8596491228070176,0.45217391304347826,0.12389380530973451,0.19130434782608696,0.1324503311258278,0.16666666666666669,51.17500000000004,11.090000000000003,12.0,41.298333333333346,11.970740740740741,12.385185185185186,0.0,0.0,0.06451612903225806,0.034482758620689655,0.0,0.0,0.0,0.0,-0.030033370411568408,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10,7,0.07777777777777778,0.8400000000000001
27,wrong_item,frustrated,high,kg_activation,kg_activation,67,41,3,3,0.8955223880597015,0.8780487804878049,0.31999999999999995,0.0,0.14,0.1878453038674033,0.11464968152866241,50.28191256830604,11.29737704918033,13.379234972677597,42.58885964912284,10.465789473684215,12.435087719298247,0.03225806451612903,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8714285714285716
28,wrong_item,neutral,medium,kg_activation,kg_activation,69,84,4,2,0.7681159420289855,0.9523809523809523,0.3150684931506849,0.09722222222222221,0.2191780821917808,0.2378378378378378,0.07960199004975126,61.05125000000001,8.718750000000004,9.525,4.883055555555586,22.639567901234567,24.101234567901237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85
29,wrong_item,polite,low,kg_activation,kg_activation,71,77,3,4,0.8028169014084507,0.8051948051948052,0.3,0.08695652173913045,0.1857142857142857,0.271604938271605,0.22891566265060243,56.63532338308461,10.908059701492537,11.918407960199005,35.815,12.735555555555557,15.533333333333331,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.14285714285714285,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.8214285714285714
30,wrong_item,angry,high,kg_activation,kg_activation,61,41,3,2,0.819672131147541,0.8536585365853658,0.4123711340206186,0.1263157894736842,0.2268041237113402,0.2173913043478261,0.13445378151260504,38.43235632183911,12.701724137931034,14.629885057471265,26.51942307692312,14.404743589743592,16.005128205128205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,12,16,0.12121212121212122,0.8375
31,wrong_item,frustrated,high,kg_activation,kg_activation,53,41,2,2,0.9245283018867925,0.9024390243902439,0.3448275862068966,0.047058823529411764,0.16091954022988508,0.14285714285714288,0.11188811188811189,35.212397959183704,14.43438775510204,15.514285714285714,36.1605263157895,12.935789473684213,12.863157894736842,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7814285714285715
32,wrong_item,neutral,medium,kg_activation,kg_activation,71,58,4,4,0.8028169014084507,0.8103448275862069,0.5409836065573771,0.25,0.34426229508196726,0.26136363636363635,0.20731707317073172,64.09201923076924,8.356730769230769,9.576923076923078,48.999166666666696,9.778703703703705,9.844444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7714285714285715
33,wrong_item,polite,low,kg_activation,kg_activation,55,58,3,3,0.7454545454545455,0.8448275862068966,0.3846153846153846,0.058823529411764705,0.17307692307692307,0.23456790123456794,0.1686746987951807,63.69500000000001,8.350000000000005,8.9,59.608993710691834,9.333962264150948,10.08553459119497,0.03225806451612903,0.034482758620689655,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,-0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142856
34,wrong_item,angry,high,kg_activation,kg_activation,56,48,3,2,0.8214285714285714,0.875,0.30612244897959184,0.0,0.14285714285714288,0.20547945205479448,0.11594202898550725,70.78257861635223,7.775471698113208,9.330817610062894,29.837500000000006,14.687222222222221,16.11111111111111,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,0.1388888888888889,0.8555555555555556
35,wrong_item,frustrated,high,kg_activation,kg_activation,92,54,4,3,0.8369565217391305,0.9074074074074074,0.35294117647058826,0.11940298507462685,0.19117647058823534,0.20792079207920794,0.12195121951219512,54.45530172413797,11.067212643678157,12.837931034482759,38.32197278911568,11.97183673469388,13.880272108843537,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.6666666666666666,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8714285714285716
36,wrong_item,neutral,medium,kg_activation,kg_activation,71,58,3,4,0.7605633802816901,0.8448275862068966,0.36065573770491804,0.06666666666666667,0.21311475409836064,0.21348314606741572,0.12195121951219513,46.97539215686277,12.338235294117649,13.772549019607846,41.16583333333335,10.871296296296297,13.548148148148147,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8071428571428572
37,wrong_item,polite,low,kg_activation,kg_activation,60,43,3,2,0.8333333333333334,0.8837209302325582,0.2526315789473684,0.0,0.14736842105263157,0.1761006289308176,0.1388888888888889,67.93166666666669,8.255925925925926,8.681481481481482,36.37000000000003,13.155000000000001,15.0,0.03225806451612903,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,-0.03670745272525028,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7857142857142858
38,wrong_item,angry,high,kg_activation,kg_activation,51,56,2,3,0.8431372549019608,0.7857142857142857,0.3529411764705882,0.16,0.15686274509803919,0.1456953642384106,0.12903225806451613,69.67500000000004,9.503333333333334,9.600000000000001,42.0505031446541,11.783018867924532,13.104402515723272,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10,7,0.07777777777777778,0.8400000000000001
39,wrong_item,frustrated,high,kg_activation,kg_activation,59,38,3,3,0.864406779661017,0.8421052631578947,0.31111111111111106,0.04545454545454545,0.17777777777777778,0.13636363636363638,0.10256410256410257,56.965,9.785555555555558,10.903703703703705,52.381904761904764,8.851428571428574,10.380952380952381,0.03225806451612903,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.85
40,wrong_item,neutral,medium,kg_activation,kg_activation,101,73,4,4,0.7326732673267327,0.8356164383561644,0.26666666666666666,0.024539877300613498,0.14545454545454545,0.27586206896551724,0.12643678160919541,60.58250000000001,10.647340425531919,11.953191489361704,45.26235294117649,11.169411764705881,12.094117647058823,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8071428571428572
41,wrong_item,polite,low,kg_activation,kg_activation,56,63,2,3,0.8214285714285714,0.7777777777777778,0.3539823008849557,0.1081081081081081,0.21238938053097345,0.2933333333333333,0.18064516129032257,49.396666666666675,13.077037037037037,14.503703703703705,47.785197740113006,11.480000000000004,11.934463276836158,0.0,0.034482758620689655,0.06451612903225806,0.0,0.0,0.0,0.5,0.0,-0.09899888765294772,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8,5,0.08928571428571429,0.79375
42,wrong_item,angry,high,kg_activation,kg_activation,59,34,2,2,0.8305084745762712,0.8823529411764706,0.3488372093023256,0.14285714285714285,0.20930232558139533,0.12307692307692307,0.11320754716981132,45.10068181818184,13.800454545454546,13.181818181818182,30.08959677419358,12.913064516129037,13.94193548387097,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,-0.034482758620689655,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11,8,0.07272727272727272,0.8409090909090909
43,wrong_item,frustrated,high,kg_activation,kg_activation,72,57,3,3,0.875,0.8245614035087719,0.38016528925619836,0.03361344537815126,0.18181818181818182,0.2526315789473684,0.17142857142857143,54.109950248756235,11.26029850746269,11.918407960199005,43.64672955974842,11.56037735849057,13.104402515723272,0.0,0.034482758620689655,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,-0.06674082313681869,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.8142857142857144
44,wrong_item,neutral,medium,kg_activation,kg_activation,81,77,4,4,0.8148148148148148,0.8051948051948052,0.3783783783783784,0.05479452054794521,0.1891891891891892,0.2828282828282828,0.17708333333333331,58.42368421052632,9.830526315789477,11.810526315789474,51.29535714285717,10.452142857142857,12.714285714285715,0.03225806451612903,0.034482758620689655,0.0,0.034482758620689655,0.3333333333333333,0.0,0.0,0.0,0.03225806451612903,0.14285714285714285,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.7928571428571429
45,wrong_item,polite,low,kg_activation,kg_activation,58,81,3,3,0.8448275862068966,0.7654320987654321,0.35384615384615375,0.09375,0.18461538461538463,0.1931818181818182,0.22448979591836735,63.23166666666668,8.91148148148148,9.422222222222222,35.4631981981982,14.440810810810813,16.893693693693695,0.0,0.034482758620689655,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.0,-0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0.14285714285714285,0.83125
46,wrong_item,angry,high,kg_activation,kg_activation,43,37,2,2,0.8604651162790697,0.8648648648648649,0.27027027027027023,0.08333333333333334,0.16216216216216214,0.05970149253731343,0.078125,68.09500000000004,8.73,10.0,32.821176470588256,12.904705882352943,12.68235294117647,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,-0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,12,0.13333333333333333,0.8450000000000001
47,wrong_item,frustrated,high,kg_activation,kg_activation,68,41,3,2,0.7941176470588235,0.9024390243902439,0.29411764705882354,0.04,0.1372549019607843,0.25136612021857924,0.12738853503184713,60.634285714285724,10.019047619047623,11.574603174603176,25.028947368421086,14.48842105263158,16.02105263157895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.8571428571428573
48,wrong_item,neutral,medium,kg_activation,kg_activation,53,62,3,4,0.8301886792452831,0.8548387096774194,0.38888888888888884,0.056603773584905655,0.1851851851851852,0.15294117647058825,0.1460674157303371,52.86633333333336,10.026000000000003,12.266666666666667,46.2554310344828,10.409827586206898,12.696551724137933,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,-0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0.14285714285714285,0.8187500000000001
49,wrong_item,polite,low,kg_activation,kg_activation,68,81,2,3,0.8235294117647058,0.8148148148148148,0.27737226277372257,0.014814814814814814,0.1313868613138686,0.23809523809523808,0.2011173184357542,40.576785714285734,15.425158730158731,16.40952380952381,22.887522522522545,16.194864864864865,18.515315315315316,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.8214285714285714
