case_index,scenario,sentiment,urgency,emp_steering,frm_steering,emp_token_len,frm_token_len,emp_sent_len,frm_sent_len,emp_ttr,frm_ttr,rouge1_ef,rouge2_ef,rougeL_ef,rouge1_ec,rouge1_fc,emp_flesch_ease,emp_flesch_grade,emp_fog,frm_flesch_ease,frm_flesch_grade,frm_fog,emp_empathy_score,emp_formality_score,frm_empathy_score,frm_formality_score,emp_fp_singular,frm_fp_singular,emp_passive,frm_passive,style_disc_score,emp_entity_cov,frm_entity_cov,emp_placeholder,frm_placeholder,emp_cov_product,emp_cov_order_id,emp_cov_urgency,emp_cov_sentiment,emp_cov_customer_name,emp_cov_issue,frm_cov_product,frm_cov_order_id,frm_cov_urgency,frm_cov_sentiment,frm_cov_customer_name,frm_cov_issue,kg_nodes,kg_edges,kg_density,kg_salience
11,battery_issue,neutral,medium,kg_activation,kg_activation,75,68,3,3,0.84,0.8088235294117647,0.3111111111111111,0.045112781954887216,0.11851851851851851,0.25,0.15819209039548024,47.39434782608697,12.362608695652174,14.417391304347825,23.91291666666669,15.223750000000003,19.15833333333333,0.0,0.06896551724137931,0.03225806451612903,0.06896551724137931,0.3333333333333333,0.0,0.0,0.0,-0.03225806451612903,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8214285714285715
12,battery_issue,polite,low,kg_activation,kg_activation,91,81,3,4,0.8571428571428571,0.8271604938271605,0.3832335329341317,0.024242424242424242,0.14371257485029937,0.2043010752688172,0.21468926553672316,34.39357142857148,15.418095238095237,17.39047619047619,26.88586038961043,14.291525974025976,17.570129870129872,0.0,0.06896551724137931,0.03225806451612903,0.10344827586206896,0.0,0.0,0.0,0.0,0.0022246941045606233,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.7999999999999999
13,battery_issue,frustrated,high,kg_activation,kg_activation,76,67,2,3,0.9342105263157895,0.8059701492537313,0.47058823529411764,0.08955223880597014,0.17647058823529413,0.29213483146067415,0.27058823529411763,32.82000000000002,17.625000000000004,19.400000000000002,29.200416666666683,14.486250000000002,16.03333333333333,0.0,0.06896551724137931,0.06451612903225806,0.06896551724137931,0.0,0.0,0.5,0.0,-0.06451612903225806,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85
14,battery_issue,angry,high,kg_activation,kg_activation,62,68,3,3,0.9032258064516129,0.8529411764705882,0.34146341463414637,0.016528925619834708,0.13008130081300814,0.12578616352201258,0.15853658536585366,54.47718390804599,10.463793103448275,11.871264367816092,31.091428571428594,14.139682539682543,16.019047619047623,0.0,0.06896551724137931,0.06451612903225806,0.06896551724137931,0.0,0.0,0.0,0.0,-0.06451612903225806,0.1111111111111111,0.0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,0.1388888888888889,0.8947777777777777
15,battery_issue,neutral,medium,kg_activation,kg_activation,93,77,3,3,0.8172043010752689,0.8441558441558441,0.4878048780487805,0.18518518518518517,0.23170731707317072,0.11398963730569948,0.1340782122905028,40.72607843137257,14.617647058823533,16.980392156862745,24.52570776255712,15.883561643835616,17.952511415525112,0.0,0.034482758620689655,0.03225806451612903,0.06896551724137931,0.0,0.0,0.6666666666666666,0.0,0.0022246941045606233,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8250000000000001
16,battery_issue,polite,low,kg_activation,kg_activation,83,98,3,4,0.8433734939759037,0.7755102040816326,0.28742514970059874,0.03636363636363637,0.14371257485029937,0.19459459459459458,0.18556701030927836,51.375769230769265,12.552564102564105,13.476923076923079,29.72545454545454,14.578636363636367,16.072727272727274,0.0,0.034482758620689655,0.06451612903225806,0.10344827586206896,0.0,0.0,0.0,0.0,0.004449388209121247,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8416666666666667
17,battery_issue,frustrated,high,kg_activation,kg_activation,71,69,3,3,0.8732394366197183,0.8115942028985508,0.42424242424242425,0.061538461538461535,0.196969696969697,0.2073170731707317,0.23750000000000002,42.41916666666668,12.642500000000002,13.533333333333331,27.062857142857155,14.701587301587299,17.288888888888888,0.0,0.06896551724137931,0.03225806451612903,0.034482758620689655,0.5,0.0,0.0,0.0,-0.06674082313681869,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8000000000000002
18,battery_issue,angry,high,kg_activation,kg_activation,106,62,3,3,0.8773584905660378,0.8548387096774194,0.3439490445859873,0.09032258064516129,0.178343949044586,0.2266009852216749,0.1139240506329114,18.667272727272746,18.853737373737378,23.301010101010103,14.156190476190517,15.922142857142859,18.895238095238096,0.0,0.10344827586206896,0.06451612903225806,0.10344827586206896,0.3333333333333333,0.0,0.3333333333333333,0.0,-0.06451612903225806,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,0.125,0.8585
19,battery_issue,neutral,medium,kg_activation,kg_activation,75,66,3,3,0.88,0.8333333333333334,0.4242424242424243,0.1076923076923077,0.22727272727272724,0.225,0.2368421052631579,33.90739130434784,14.243768115942029,14.997101449275362,24.84543010752691,14.928064516129037,16.653763440860217,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142857
20,battery_issue,polite,low,kg_activation,kg_activation,67,66,3,3,0.9104477611940298,0.8484848484848485,0.2698412698412698,0.0,0.12698412698412698,0.15,0.2,36.97373563218392,12.905172413793107,14.629885057471265,19.005714285714305,15.825396825396826,17.288888888888888,0.0,0.0,0.03225806451612903,0.13793103448275862,0.0,0.0,0.0,0.3333333333333333,0.10567296996662959,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85
21,battery_issue,frustrated,high,kg_activation,kg_activation,82,77,3,3,0.8048780487804879,0.8051948051948052,0.2913907284768212,0.06711409395973154,0.18543046357615892,0.1878453038674033,0.22727272727272724,48.65587719298247,12.766315789473687,14.343859649122805,34.42500000000004,14.420000000000002,15.155555555555555,0.03225806451612903,0.034482758620689655,0.06451612903225806,0.034482758620689655,0.6666666666666666,0.0,0.0,0.0,-0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8416666666666667
22,battery_issue,angry,high,kg_activation,kg_activation,86,80,3,3,0.8255813953488372,0.8125,0.3821656050955414,0.07741935483870968,0.20382165605095542,0.2247191011235955,0.22857142857142856,38.360384615384646,14.367948717948721,16.553846153846155,16.374298245614057,17.268947368421056,20.659649122807018,0.0,0.0,0.06451612903225806,0.034482758620689655,0.25,0.0,0.0,0.0,-0.030033370411568408,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8,5,0.08928571428571429,0.875
23,battery_issue,neutral,medium,kg_activation,kg_activation,81,62,3,3,0.8395061728395061,0.8387096774193549,0.35294117647058826,0.029850746268656716,0.17647058823529413,0.22950819672131148,0.14723926380368096,37.95216450216452,14.342077922077923,16.5004329004329,26.76339080459772,14.329310344827586,18.07816091954023,0.0,0.13793103448275862,0.03225806451612903,0.034482758620689655,0.0,0.0,0.3333333333333333,0.0,-0.135706340378198,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142857
24,battery_issue,polite,low,kg_activation,kg_activation,70,75,3,3,0.9142857142857143,0.8533333333333334,0.29197080291970806,0.05925925925925926,0.11678832116788321,0.14906832298136646,0.18072289156626503,42.584139784946245,12.453870967741938,14.718279569892474,13.951666666666682,17.110000000000003,20.761904761904763,0.03225806451612903,0.0,0.06451612903225806,0.13793103448275862,0.0,0.0,0.0,0.3333333333333333,0.10567296996662959,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8416666666666667
25,battery_issue,frustrated,high,kg_activation,kg_activation,71,56,2,3,0.8873239436619719,0.8392857142857143,0.29999999999999993,0.05084745762711864,0.13333333333333333,0.1761006289308176,0.15384615384615385,31.59250000000003,16.8025,20.3,23.29551282051284,14.31615384615385,16.164102564102564,0.0,0.034482758620689655,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.0,-0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85
26,wrong_item,angry,high,kg_activation,kg_activation,84,74,3,3,0.8690476190476191,0.8108108108108109,0.33783783783783783,0.0821917808219178,0.16216216216216214,0.1990521327014218,0.1407035175879397,34.021923076923116,14.973076923076924,18.092307692307692,33.29009803921571,14.24705882352941,16.71372549019608,0.0,0.06896551724137931,0.06451612903225806,0.0,0.5,0.0,0.0,0.0,-0.13348164627363737,0.09090909090909091,0.0,0,0,0.14285714285714285,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11,8,0.07272727272727272,0.8363636363636364
27,wrong_item,frustrated,high,kg_activation,kg_activation,67,62,3,3,0.8656716417910447,0.9032258064516129,0.3902439024390244,0.0,0.17886178861788615,0.21468926553672316,0.16279069767441862,29.748571428571466,14.326984126984126,17.288888888888888,25.304770114942556,14.532758620689656,17.388505747126437,0.03225806451612903,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.10122358175750834,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8714285714285716
28,wrong_item,neutral,medium,kg_activation,kg_activation,79,61,3,3,0.8481012658227848,0.8524590163934426,0.4511278195488722,0.12213740458015267,0.19548872180451127,0.15957446808510636,0.12865497076023394,43.825000000000045,13.108888888888888,14.600000000000001,26.76339080459772,14.329310344827586,13.940229885057471,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.3333333333333333,0.0,0.10344827586206896,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8428571428571427
29,wrong_item,polite,low,kg_activation,kg_activation,69,63,2,3,0.8840579710144928,0.8412698412698413,0.384,0.016260162601626018,0.16,0.18867924528301888,0.18181818181818182,39.23392857142858,15.612460317460318,16.40952380952381,29.144519774011314,14.080000000000002,15.324293785310736,0.0,0.06896551724137931,0.0,0.13793103448275862,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7857142857142858
30,wrong_item,angry,high,kg_activation,kg_activation,75,119,3,5,0.88,0.8571428571428571,0.3240223463687151,0.07909604519774012,0.15642458100558657,0.18292682926829268,0.16585365853658535,16.7421739130435,16.63797101449276,19.055072463768116,40.515000000000015,12.080000000000002,13.125925925925927,0.0,0.034482758620689655,0.0,0.06896551724137931,0.0,0.6,0.0,0.0,0.034482758620689655,0.1,0.0,0,0,0.16666666666666666,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10,7,0.07777777777777778,0.8400000000000001
31,wrong_item,frustrated,high,kg_activation,kg_activation,92,60,3,3,0.8695652173913043,0.9,0.39999999999999997,0.11188811188811189,0.2206896551724138,0.2277227722772277,0.17543859649122803,35.749607843137284,15.311764705882354,17.921568627450977,23.220476190476234,14.657857142857146,17.46666666666667,0.0,0.034482758620689655,0.03225806451612903,0.0,0.5,0.0,0.3333333333333333,0.0,-0.06674082313681869,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.8571428571428573
32,wrong_item,neutral,medium,kg_activation,kg_activation,72,59,3,3,0.8888888888888888,0.8813559322033898,0.432,0.06504065040650406,0.224,0.1271676300578035,0.09876543209876544,39.07102564102564,13.192307692307697,15.435897435897438,21.709761904761933,14.868571428571432,18.18095238095238,0.03225806451612903,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.10122358175750834,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7714285714285715
33,wrong_item,polite,low,kg_activation,kg_activation,86,116,3,4,0.8488372093023255,0.9137931034482759,0.3419689119170985,0.09424083769633508,0.13471502590673576,0.15384615384615385,0.14218009478672988,39.12083333333334,14.427500000000006,15.66666666666667,34.51333333333335,15.152962962962967,16.355555555555554,0.06451612903225806,0.0,0.06451612903225806,0.06896551724137931,0.0,0.3333333333333333,0.0,0.0,0.06896551724137931,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7857142857142858
34,wrong_item,angry,high,kg_activation,kg_activation,89,73,3,3,0.8764044943820225,0.821917808219178,0.39215686274509803,0.11920529801324502,0.16993464052287582,0.2021276595744681,0.1807909604519774,17.331983122362885,17.383797468354434,19.140928270042195,29.663095238095252,14.918571428571429,16.19047619047619,0.0,0.06896551724137931,0.03225806451612903,0.034482758620689655,0.0,0.0,0.3333333333333333,0.0,-0.06674082313681869,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,0.1388888888888889,0.8500000000000001
35,wrong_item,frustrated,high,kg_activation,kg_activation,75,53,3,3,0.84,0.8301886792452831,0.25423728813559326,0.08620689655172414,0.15254237288135594,0.1452513966480447,0.12578616352201258,34.532272727272726,13.90818181818182,17.284848484848485,36.59544217687079,12.212653061224493,13.063945578231293,0.0,0.06896551724137931,0.03225806451612903,0.06896551724137931,0.0,0.0,0.0,0.0,-0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8071428571428572
36,wrong_item,neutral,medium,kg_activation,kg_activation,98,92,3,3,0.826530612244898,0.782608695652174,0.4943820224719101,0.10227272727272729,0.20224719101123595,0.2233502538071066,0.2072538860103627,27.64827586206897,16.60735632183908,19.41609195402299,33.75901960784316,15.589411764705883,18.3921568627451,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.7857142857142857
37,wrong_item,polite,low,kg_activation,kg_activation,83,58,3,3,0.8313253012048193,0.9137931034482759,0.5223880597014925,0.25757575757575757,0.43283582089552236,0.14689265536723162,0.09150326797385619,35.297982456140375,14.629473684210527,16.44912280701754,35.031666666666666,12.844814814814818,12.385185185185186,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7857142857142858
38,wrong_item,angry,high,kg_activation,kg_activation,75,81,3,3,0.8533333333333334,0.8395061728395061,0.4,0.11188811188811189,0.2206896551724138,0.2278481012658228,0.1863354037267081,29.55774509803925,14.767647058823531,16.71372549019608,27.460495495495508,15.55702702702703,18.515315315315316,0.0,0.0,0.0967741935483871,0.034482758620689655,0.0,0.0,0.0,0.0,-0.06229143492769744,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,0.12121212121212122,0.8458333333333333
39,wrong_item,frustrated,high,kg_activation,kg_activation,67,63,3,3,0.9402985074626866,0.9365079365079365,0.3305785123966942,0.01680672268907563,0.19834710743801656,0.1839080459770115,0.1775147928994083,39.186830601092936,12.844918032786886,16.002185792349728,31.70789473684212,13.556842105263158,16.72280701754386,0.03225806451612903,0.0,0.0,0.06896551724137931,0.0,0.6666666666666666,0.0,0.0,0.10122358175750834,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8714285714285716
40,wrong_item,neutral,medium,kg_activation,kg_activation,96,86,3,3,0.8541666666666666,0.813953488372093,0.46428571428571425,0.1325301204819277,0.23809523809523808,0.21198156682027652,0.2105263157894737,33.131356589147316,15.759767441860465,17.513178294573645,14.798333333333346,17.820000000000004,20.16666666666667,0.0,0.034482758620689655,0.03225806451612903,0.06896551724137931,0.0,0.0,0.0,0.0,0.0022246941045606233,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8428571428571427
41,wrong_item,polite,low,kg_activation,kg_activation,78,73,3,3,0.8589743589743589,0.9178082191780822,0.32167832167832167,0.014184397163120567,0.11188811188811189,0.25380710659898476,0.14583333333333331,41.01896713615025,13.417464788732396,14.537089201877937,15.872450980392188,16.6764705882353,18.47843137254902,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8,8,0.14285714285714285,0.83125
42,wrong_item,angry,high,kg_activation,kg_activation,91,70,3,3,0.8901098901098901,0.8285714285714286,0.3178807947019867,0.09395973154362416,0.13245033112582782,0.20481927710843373,0.13793103448275862,20.76538152610442,17.236144578313255,20.223293172690763,28.658717948717964,14.644615384615388,16.05128205128205,0.03225806451612903,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.6666666666666666,0.0,0.03225806451612903,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11,8,0.07272727272727272,0.8409090909090909
43,wrong_item,frustrated,high,kg_activation,kg_activation,81,61,3,3,0.8395061728395061,0.8688524590163934,0.3259259259259259,0.07518796992481204,0.16296296296296295,0.1875,0.11560693641618497,22.20789954337903,16.206849315068492,18.500456621004567,6.476315789473716,17.0761403508772,18.828070175438597,0.0,0.034482758620689655,0.03225806451612903,0.10344827586206896,0.0,0.0,0.3333333333333333,0.0,0.03670745272525028,0.0,0.14285714285714285,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7928571428571429
44,wrong_item,neutral,medium,kg_activation,kg_activation,85,119,3,6,0.8941176470588236,0.8907563025210085,0.4361702127659574,0.13978494623655913,0.20212765957446807,0.15384615384615385,0.20960698689956334,20.156000000000006,16.658666666666665,17.46666666666667,34.408484848484875,13.014545454545456,15.333333333333332,0.0,0.034482758620689655,0.06451612903225806,0.10344827586206896,0.0,0.25,0.3333333333333333,0.0,0.004449388209121247,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.7857142857142857
45,wrong_item,polite,low,kg_activation,kg_activation,75,58,3,3,0.8933333333333333,0.8793103448275862,0.37398373983739835,0.03305785123966942,0.14634146341463414,0.18181818181818182,0.14012738853503187,32.080238095238116,14.581428571428571,15.619047619047619,26.549358974358995,13.862307692307692,16.933333333333334,0.0,0.06896551724137931,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8
46,wrong_item,angry,high,kg_activation,kg_activation,85,118,3,5,0.8588235294117647,0.8135593220338984,0.34042553191489366,0.06451612903225808,0.11702127659574468,0.17441860465116282,0.18811881188118815,34.656060606060606,14.801818181818184,16.5004329004329,38.42766666666668,13.265481481481483,15.677037037037037,0.0,0.0,0.06451612903225806,0.10344827586206896,0.0,0.5,0.0,0.0,0.0389321468298109,0.08333333333333333,0.0,0,0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,16,0.12121212121212122,0.8458333333333333
47,wrong_item,frustrated,high,kg_activation,kg_activation,84,69,3,3,0.8690476190476191,0.8405797101449275,0.43537414965986393,0.06896551724137931,0.19047619047619047,0.2,0.24,20.54464135021098,16.93569620253165,17.621940928270043,22.995909090909095,15.51727272727273,17.89090909090909,0.0,0.10344827586206896,0.06451612903225806,0.0,0.5,0.0,0.0,0.0,-0.167964404894327,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8,5,0.08928571428571429,0.85
